name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,output_type,gtex_tissue,histone_mark,transcription_factor
EFO:0001187 TF ChIP-seq ZNF275 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF275,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF275
EFO:0001187 TF ChIP-seq ZNF276 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF276,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF276
EFO:0001187 TF ChIP-seq ZNF280B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF280B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF280B
EFO:0001187 TF ChIP-seq ZNF280D genetically modified (insertion) using CRISPR targeting H. sapiens ZNF280D,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF280D
EFO:0001187 TF ChIP-seq ZNF281 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF281,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF281
EFO:0001187 TF ChIP-seq ZNF292 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF292,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF292
EFO:0001187 TF ChIP-seq ZNF3 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF3
EFO:0001187 TF ChIP-seq ZNF317 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF317
EFO:0001187 TF ChIP-seq ZNF318 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF318,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF318
EFO:0001187 TF ChIP-seq ZNF329 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF329,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF329
EFO:0001187 TF ChIP-seq ZNF331 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF331,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF331
EFO:0001187 TF ChIP-seq ZNF333 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF333,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF333
EFO:0001187 TF ChIP-seq ZNF335 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF335,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF335
EFO:0001187 TF ChIP-seq ZNF337 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF337,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF337
EFO:0001187 TF ChIP-seq ZNF33B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF33B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF33B
EFO:0001187 TF ChIP-seq ZNF34 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF34,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF34
EFO:0001187 TF ChIP-seq ZNF343 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF343,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF343
EFO:0001187 TF ChIP-seq ZNF350 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF350,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF350
EFO:0001187 TF ChIP-seq ZNF362 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF362,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF362
EFO:0001187 TF ChIP-seq ZNF384,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,False,OutputType.CHIP_TF,,,ZNF384
EFO:0001187 TF ChIP-seq ZNF414 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF414,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF414
EFO:0001187 TF ChIP-seq ZNF430 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF430,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF430
EFO:0001187 TF ChIP-seq ZNF431 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF431,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF431
EFO:0001187 TF ChIP-seq ZNF44 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF44,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF44
EFO:0001187 TF ChIP-seq ZNF441 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF441,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF441
EFO:0001187 TF ChIP-seq ZNF446 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF446,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF446
EFO:0001187 TF ChIP-seq ZNF451 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF451,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF451
EFO:0001187 TF ChIP-seq ZNF460 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF460,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF460
EFO:0001187 TF ChIP-seq ZNF48 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF48,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF48
EFO:0001187 TF ChIP-seq ZNF483 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF483,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF483
EFO:0001187 TF ChIP-seq ZNF485 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF485,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF485
EFO:0001187 TF ChIP-seq ZNF501 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF501,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF501
EFO:0001187 TF ChIP-seq ZNF503 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF503,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF503
EFO:0001187 TF ChIP-seq ZNF510 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF510,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF510
EFO:0001187 TF ChIP-seq ZNF511 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF511,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF511
EFO:0001187 TF ChIP-seq ZNF512B genetically modified (insertion) using CRISPR targeting H. sapiens ZNF512B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF512B
EFO:0001187 TF ChIP-seq ZNF526 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF526,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF526
EFO:0001187 TF ChIP-seq ZNF527 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF527,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF527
EFO:0001187 TF ChIP-seq ZNF543 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF543,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF543
EFO:0001187 TF ChIP-seq ZNF546 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF546,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF546
EFO:0001187 TF ChIP-seq ZNF547 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF547,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF547
EFO:0001187 TF ChIP-seq ZNF548 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF548,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF548
EFO:0001187 TF ChIP-seq ZNF552 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF552,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF552
EFO:0001187 TF ChIP-seq ZNF556 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF556,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF556
EFO:0001187 TF ChIP-seq ZNF558 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF558,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF558
EFO:0001187 TF ChIP-seq ZNF563 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF563,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF563
EFO:0001187 TF ChIP-seq ZNF564 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF564,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF564
EFO:0001187 TF ChIP-seq ZNF567 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF567,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF567
EFO:0001187 TF ChIP-seq ZNF572 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF572,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF572
EFO:0001187 TF ChIP-seq ZNF574 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF574,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF574
EFO:0001187 TF ChIP-seq ZNF580 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF580,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF580
EFO:0001187 TF ChIP-seq ZNF589 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF589,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF589
EFO:0001187 TF ChIP-seq ZNF598 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF598,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF598
EFO:0001187 TF ChIP-seq ZNF605 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF605,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF605
EFO:0001187 TF ChIP-seq ZNF607 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF607,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF607
EFO:0001187 TF ChIP-seq ZNF608 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF608,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF608
EFO:0001187 TF ChIP-seq ZNF609 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF609,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF609
EFO:0001187 TF ChIP-seq ZNF614 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF614,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF614
EFO:0001187 TF ChIP-seq ZNF616 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF616,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF616
EFO:0001187 TF ChIP-seq ZNF619 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF619,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF619
EFO:0001187 TF ChIP-seq ZNF629 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF629,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF629
EFO:0001187 TF ChIP-seq ZNF639 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF639,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF639
EFO:0001187 TF ChIP-seq ZNF644 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF644,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF644
EFO:0001187 TF ChIP-seq ZNF646 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF646,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF646
EFO:0001187 TF ChIP-seq ZNF652 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF652,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF652
EFO:0001187 TF ChIP-seq ZNF670 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF670,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF670
EFO:0001187 TF ChIP-seq ZNF687 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF687,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF687
EFO:0001187 TF ChIP-seq ZNF691 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF691,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF691
EFO:0001187 TF ChIP-seq ZNF697 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF697,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF697
EFO:0001187 TF ChIP-seq ZNF703 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF703,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF703
EFO:0001187 TF ChIP-seq ZNF704 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF704,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF704
EFO:0001187 TF ChIP-seq ZNF709 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF709,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF709
EFO:0001187 TF ChIP-seq ZNF710 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF710,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF710
EFO:0001187 TF ChIP-seq ZNF724P genetically modified (insertion) using CRISPR targeting H. sapiens ZNF724,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF724P
EFO:0001187 TF ChIP-seq ZNF740 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF740,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF740
EFO:0001187 TF ChIP-seq ZNF746 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF746,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF746
EFO:0001187 TF ChIP-seq ZNF747 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF747,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF747
EFO:0001187 TF ChIP-seq ZNF749 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF749,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF749
EFO:0001187 TF ChIP-seq ZNF761 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF761,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF761
EFO:0001187 TF ChIP-seq ZNF766 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF766,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF766
EFO:0001187 TF ChIP-seq ZNF768 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF768,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF768
EFO:0001187 TF ChIP-seq ZNF770 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF770,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF770
EFO:0001187 TF ChIP-seq ZNF772 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF772,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF772
EFO:0001187 TF ChIP-seq ZNF776 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF776,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF776
EFO:0001187 TF ChIP-seq ZNF777 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF777,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF777
EFO:0001187 TF ChIP-seq ZNF780A genetically modified (insertion) using CRISPR targeting H. sapiens ZNF780A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF780A
EFO:0001187 TF ChIP-seq ZNF782 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF782,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF782
EFO:0001187 TF ChIP-seq ZNF784 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF784,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF784
EFO:0001187 TF ChIP-seq ZNF786 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF786,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF786
EFO:0001187 TF ChIP-seq ZNF788 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF788P,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF788
EFO:0001187 TF ChIP-seq ZNF790 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF790,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF790
EFO:0001187 TF ChIP-seq ZNF792 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF792,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF792
EFO:0001187 TF ChIP-seq ZNF800 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF800,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF800
EFO:0001187 TF ChIP-seq ZNF816 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF816,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF816
EFO:0001187 TF ChIP-seq ZNF827 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF827,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF827
EFO:0001187 TF ChIP-seq ZNF83 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF83,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF83
EFO:0001187 TF ChIP-seq ZNF839 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF839,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF839
EFO:0001187 TF ChIP-seq ZNF865 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF865,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF865
EFO:0001187 TF ChIP-seq ZNF878 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF878,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF878
EFO:0001187 TF ChIP-seq ZNF879 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF879,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF879
EFO:0001187 TF ChIP-seq ZNF891 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF891,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZNF891
EFO:0001187 TF ChIP-seq ZSCAN20 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN20,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN20
EFO:0001187 TF ChIP-seq ZSCAN21 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN21,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN21
EFO:0001187 TF ChIP-seq ZSCAN22 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN22,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN22
EFO:0001187 TF ChIP-seq ZSCAN25 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN25,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN25
EFO:0001187 TF ChIP-seq ZSCAN29 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN29,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN29
EFO:0001187 TF ChIP-seq ZSCAN31 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN31,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN31
EFO:0001187 TF ChIP-seq ZSCAN5A genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN5A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN5A
EFO:0001187 TF ChIP-seq ZSCAN9 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN9,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZSCAN9
EFO:0001187 TF ChIP-seq ZXDC genetically modified (insertion) using CRISPR targeting H. sapiens ZXDC,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZXDC
EFO:0001187 TF ChIP-seq ZZZ3 genetically modified (insertion) using CRISPR targeting H. sapiens ZZZ3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,encode,single,True,OutputType.CHIP_TF,,,ZZZ3
EFO:0001196 TF ChIP-seq BHLHE40,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,BHLHE40
EFO:0001196 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,CEBPB
EFO:0001196 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,CTCF
EFO:0001196 TF ChIP-seq FOS,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,FOS
EFO:0001196 TF ChIP-seq MAFK,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,MAFK
EFO:0001196 TF ChIP-seq MAZ,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,MAZ
EFO:0001196 TF ChIP-seq MXI1,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,MXI1
EFO:0001196 TF ChIP-seq NFE2L2,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,NFE2L2
EFO:0001196 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,POLR2A
EFO:0001196 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,RAD21
EFO:0001196 TF ChIP-seq SMC3,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,SMC3
EFO:0001196 TF ChIP-seq USF2,.,TF ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,encode,single,False,OutputType.CHIP_TF,,,USF2
EFO:0001200 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001200,MCF 10A,cell_line,adult,encode,single,False,OutputType.CHIP_TF,,,CTCF
EFO:0001203 TF ChIP-seq ATF7,.,TF ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,encode,paired,False,OutputType.CHIP_TF,,,ATF7
