name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,output_type,gtex_tissue,histone_mark,transcription_factor
EFO:0003044 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0003044 total RNA-seq,-,total RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0003045 total RNA-seq,-,total RNA-seq,EFO:0003045,H9,cell_line,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0003072 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,child,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005697 total RNA-seq,-,total RNA-seq,EFO:0005697,M059J,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005698 total RNA-seq,-,total RNA-seq,EFO:0005698,Daoy,cell_line,child,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005712 total RNA-seq,-,total RNA-seq,EFO:0005712,RPMI7951,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005714 total RNA-seq,-,total RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005719 total RNA-seq,-,total RNA-seq,EFO:0005719,Karpas-422,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005720 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005720 total RNA-seq,-,total RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005721 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0005721,SK-N-DZ,cell_line,child,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005722 total RNA-seq,-,total RNA-seq,EFO:0005722,SJCRH30,cell_line,child,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005723 total RNA-seq,-,total RNA-seq,EFO:0005723,GM23248,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005904 total RNA-seq,-,total RNA-seq,EFO:0005904,H7,cell_line,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0006270 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0006270,AG04450,cell_line,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0006711 total RNA-seq,-,total RNA-seq,EFO:0006711,OCI-LY7,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0007089 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0007089,HUES64,cell_line,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0007950 total RNA-seq,-,total RNA-seq,EFO:0007950,GM23338,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0009318 total RNA-seq,-,total RNA-seq,EFO:0009318,HFFc6,cell_line,newborn,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0009747 total RNA-seq,-,total RNA-seq,EFO:0009747,WTC11,cell_line,adult,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0030018 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0030018,BLaER1,cell_line,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
NTR:0000427 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0000427,neurosphere,primary_cell,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
NTR:0000491 total RNA-seq,-,total RNA-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
NTR:0000492 total RNA-seq,-,total RNA-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
NTR:0000493 total RNA-seq,-,total RNA-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
NTR:0000494 total RNA-seq,-,total RNA-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
NTR:0000856 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
NTR:0003013 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0003013,placental basal plate,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000016 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000016,endocrine pancreas,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000019 total RNA-seq,-,total RNA-seq,UBERON:0000019,camera-type eye,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000056 total RNA-seq,-,total RNA-seq,UBERON:0000056,ureter,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0000081 total RNA-seq,-,total RNA-seq,UBERON:0000081,metanephros,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000088 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000088,trophoblast,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000305 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000305,amnion,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000317 total RNA-seq,-,total RNA-seq,UBERON:0000317,colonic mucosa,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0000473 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000473 total RNA-seq,-,total RNA-seq,UBERON:0000473,testis,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000945 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000945 total RNA-seq,-,total RNA-seq,UBERON:0000945,stomach,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000947 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000947,aorta,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000947 total RNA-seq,-,total RNA-seq,UBERON:0000947,aorta,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0000948 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000948 total RNA-seq,-,total RNA-seq,UBERON:0000948,heart,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000955 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000955,brain,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000992 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000992 total RNA-seq,-,total RNA-seq,UBERON:0000992,ovary,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000995 total RNA-seq,-,total RNA-seq,UBERON:0000995,uterus,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0000996 total RNA-seq,-,total RNA-seq,UBERON:0000996,vagina,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001013 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001043 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001043,esophagus,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001072 total RNA-seq,-,total RNA-seq,UBERON:0001072,posterior vena cava,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0001114 total RNA-seq,-,total RNA-seq,UBERON:0001114,right lobe of liver,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001115 total RNA-seq,-,total RNA-seq,UBERON:0001115,left lobe of liver,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0001134 total RNA-seq,-,total RNA-seq,UBERON:0001134,skeletal muscle tissue,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001150 total RNA-seq,-,total RNA-seq,UBERON:0001150,body of pancreas,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001157 total RNA-seq,-,total RNA-seq,UBERON:0001157,transverse colon,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001159 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001159 total RNA-seq,-,total RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001211 total RNA-seq,-,total RNA-seq,UBERON:0001211,Peyer's patch,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001255 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,child,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001255 total RNA-seq,-,total RNA-seq,UBERON:0001255,urinary bladder,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001264 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001264 total RNA-seq,-,total RNA-seq,UBERON:0001264,pancreas,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0001322 total RNA-seq,-,total RNA-seq,UBERON:0001322,sciatic nerve,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0001323 total RNA-seq,-,total RNA-seq,UBERON:0001323,tibial nerve,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001383 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001383,muscle of leg,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001496 total RNA-seq,-,total RNA-seq,UBERON:0001496,ascending aorta,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001515 total RNA-seq,-,total RNA-seq,UBERON:0001515,thoracic aorta,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001723 total RNA-seq,-,total RNA-seq,UBERON:0001723,tongue,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001870 total RNA-seq,-,total RNA-seq,UBERON:0001870,frontal cortex,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001871 total RNA-seq,-,total RNA-seq,UBERON:0001871,temporal lobe,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001872 total RNA-seq,-,total RNA-seq,UBERON:0001872,parietal lobe,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001894 total RNA-seq,-,total RNA-seq,UBERON:0001894,diencephalon,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001987 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0001987 total RNA-seq,-,total RNA-seq,UBERON:0001987,placenta,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002021 total RNA-seq,-,total RNA-seq,UBERON:0002021,occipital lobe,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002037 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002037 total RNA-seq,-,total RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002046 total RNA-seq,-,total RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002048 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002048 total RNA-seq,-,total RNA-seq,UBERON:0002048,lung,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002078 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002078 total RNA-seq,-,total RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002079 total RNA-seq,-,total RNA-seq,UBERON:0002079,left cardiac atrium,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002080 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002080 total RNA-seq,-,total RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002084 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002084 total RNA-seq,-,total RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002097 total RNA-seq,-,total RNA-seq,UBERON:0002097,skin of body,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002099 total RNA-seq,-,total RNA-seq,UBERON:0002099,cardiac septum,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002106 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002106 total RNA-seq,-,total RNA-seq,UBERON:0002106,spleen,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002107 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002107,liver,tissue,child,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002107 total RNA-seq,-,total RNA-seq,UBERON:0002107,liver,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002108 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002113 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002113 total RNA-seq,-,total RNA-seq,UBERON:0002113,kidney,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002168 total RNA-seq,-,total RNA-seq,UBERON:0002168,left lung,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002170 total RNA-seq,-,total RNA-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002171 total RNA-seq,-,total RNA-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0002190 total RNA-seq,-,total RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002240 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002240 total RNA-seq,-,total RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002331 total RNA-seq,-,total RNA-seq,UBERON:0002331,umbilical cord,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002367 total RNA-seq,-,total RNA-seq,UBERON:0002367,prostate gland,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002369 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002369 total RNA-seq,-,total RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002370 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0002469 total RNA-seq,-,total RNA-seq,UBERON:0002469,esophagus mucosa,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0003124 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0003124,chorion,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0004264 total RNA-seq,-,total RNA-seq,UBERON:0004264,lower leg skin,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0004550 total RNA-seq,-,total RNA-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0004648 total RNA-seq,-,total RNA-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0004992 total RNA-seq,-,total RNA-seq,UBERON:0004992,mucosa of descending colon,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0005033 total RNA-seq,-,total RNA-seq,UBERON:0005033,mucosa of gallbladder,tissue,child,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0006631 total RNA-seq,-,total RNA-seq,UBERON:0006631,right atrium auricular region,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0006920 total RNA-seq,-,total RNA-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0007106 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0007106,chorionic villus,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0008367 total RNA-seq,-,total RNA-seq,UBERON:0008367,breast epithelium,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0008450 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0008450 total RNA-seq,-,total RNA-seq,UBERON:0008450,psoas muscle,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0008952 total RNA-seq,-,total RNA-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0008953 total RNA-seq,-,total RNA-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0008971 total RNA-seq,-,total RNA-seq,UBERON:0008971,left colon,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0009834 total RNA-seq,-,total RNA-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0010414 total RNA-seq,-,total RNA-seq,UBERON:0010414,omental fat pad,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0011907 total RNA-seq,-,total RNA-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:0015143 total RNA-seq,-,total RNA-seq,UBERON:0015143,mesenteric fat pad,tissue,adult,encode,single,False,OutputType.RNA_SEQ,,,
UBERON:0036149 total RNA-seq,-,total RNA-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,paired,False,OutputType.RNA_SEQ,,,
UBERON:1000010 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:1000010,mole,tissue,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000100 total RNA-seq,.,total RNA-seq,CL:0000100,motor neuron,in_vitro_differentiated_cells,adult,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000121 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000121,Purkinje cell,primary_cell,child,encode,single,False,OutputType.RNA_SEQ,,,
CL:0000182 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
CL:0000187 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000187,myocyte,in_vitro_differentiated_cells,adult,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000192 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
CL:0000312 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000515 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000515,skeletal muscle myoblast,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000624 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000625 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000746 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000746,cardiac muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
CL:0000788 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000788,naive B cell,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000792 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000823 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000823,immature natural killer cell,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000895 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000897 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000897,"CD4-positive, alpha-beta memory T cell",primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000900 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0000909 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0000909,"CD8-positive, alpha-beta memory T cell",primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0001053 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0001053,IgD-negative memory B cell,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0001054 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0001054,CD14-positive monocyte,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0001059 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0001059,"common myeloid progenitor, CD34-positive",primary_cell,adult,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0002553 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0002553,fibroblast of lung,primary_cell,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0002618 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,paired,False,OutputType.RNA_SEQ,,,
CL:0011022 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:0011022,fibroblast of skin of back,primary_cell,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
CL:2000013 polyA plus RNA-seq,.,polyA plus RNA-seq,CL:2000013,fibroblast of skin of abdomen,primary_cell,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
CLO:0007045 polyA plus RNA-seq,.,polyA plus RNA-seq,CLO:0007045,"Jurkat, Clone E6-1",cell_line,child,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0000572 gtex Cells_EBV-transformed_lymphocytes polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0000572,lymphoblast,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Cells_EBV-transformed_lymphocytes,,
EFO:0001187 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0001187,HepG2,cell_line,child,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0001203 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0001203,MCF-7,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002009 gtex Cells_Cultured_fibroblasts polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002009,fibroblast derived cell line,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Cells_Cultured_fibroblasts,,
EFO:0002067 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002067,K562,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002713 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002713,Panc1,cell_line,adult,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0002784 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002784,GM12878,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002785 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002785,GM12891,cell_line,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002786 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002786,GM12892,cell_line,unknown,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002791 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002791,HeLa-S3,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0002824 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0002824,HCT116,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0003042 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0003042,H1,cell_line,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0003072 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,child,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0005234 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005234,PFSK-1,cell_line,child,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0005237 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005237,U-87 MG,cell_line,adult,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0005714 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,encode,paired,False,OutputType.RNA_SEQ,,,
EFO:0005723 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005723,GM23248,cell_line,adult,encode,single,False,OutputType.RNA_SEQ,,,
EFO:0005725 polyA plus RNA-seq,.,polyA plus RNA-seq,EFO:0005725,BE2C,cell_line,child,encode,single,False,OutputType.RNA_SEQ,,,
